12,2169092501008
12,9881230905742
13,7799128575679
14,5945731512607
15,4380675340036
16,3109340273633
17,2181973102413
18,1609022546776
19,1418139442767
20,166058708053
21,2348147746953
22,3526913016044
23,5203997932099
24,7427061060772
26,0243276927247
27,3654249892241
28,7714381652574
30,246055489001
31,7935610026219
33,4166624289973
35,1204670048149
36,9091074338185
38,7866910866816
40,7580792427716
42,8288984588791
45,0036657405923
47,2894321752481
49,6897703063389
52,2124095090595
54,8627748244017
57,6478414325004
60,5751879768611
63,6499995167358
66,8834670649168
70,2800558022094
73,8515514093121
77,6043274121907
81,5494328948708
85,6963937143959
90,0548849600001
94,6367752595514
99,452122331275
104,514742304078
109,836398154272
115,429864664836
