12,6577899307761
13,3206930884482
14,0168770385648
14,7500385126892
15,5201744591767
16,330983926887
17,1824644965416
18,0770830438502
19,0185351344472
20,0080511756899
21,0493286463106
22,1423664004489
23,2920951061766
24,5022088365745
25,7727071047927
27,1085204995927
28,5133437614726
29,9908728456918
31,5435718261356
33,176369650808
34,8929618714436
36,697044876967
38,5935471321338
40,5873966060781
42,6835214105156
44,8880818035993
47,2047736301158
49,6409897934543
52,2016579542658
54,8941707386372
57,7246880948322
60,6993704114694
63,8280742238314
67,1157271826409
70,5734182721303
74,2073071553503
78,0284826624799
82,0455687531189
86,2684219218987
90,7081305633038
95,3745509418422
100,281235646736
105,43927283662
110,860983049664
116,561150810645
