53,0030642079783
52,8487543789385
50,9051552299804
47,2784141917588
42,2771002143391
36,3750301666387
30,1711224867475
24,3236765989772
19,4931949693695
16,2821910872587
15,2439603160366
16,9280368344791
21,7111557058053
29,2895418745319
38,6252252875483
48,4152143685483
57,3847627410244
64,4226652500536
68,6853771702002
69,6749526201155
67,2758165503062
61,7306829719798
53,5905995942042
43,6517662206365
32,8771277252911
22,3416116005604
13,1570798533119
6,34139782856577
2,55965316465111
1,64188508365598
4,37975434855833
18,5080306609791
29,7183216391195
44,0700336289774
59,1381837880952
72,077314513862
81,3413497003299
85,9547151210623
85,5248226499275
80,2377459483861
70,7604272996726
58,0995277844094
43,500550692071
28,3989500058415
14,4637242461156
