53,6472490069229
53,5108345615936
51,6245609885651
48,0516835460753
43,0827738339061
37,2209373308244
31,1143693142126
25,4845968190419
21,0367175468693
18,387099008904
18,0041767549728
20,1617389780173
24,8725782088118
31,7965771301787
40,1892086147528
49,0318610449446
57,2766940827313
63,9698059717887
68,2704673757611
69,5199810424049
67,3606859112472
61,8341849125719
53,4345476782141
43,0579324430598
31,8643477680787
21,0987384440194
11,9234624086879
5,33298801849547
2,12120246129153
2,7531103381848
7,38755235299083
16,6886861292858
30,0425760423518
44,7398560829824
58,2908645071039
70,0621438373544
79,2033251382868
84,5061197240915
84,9761972127985
80,1767845741218
70,3935722545043
56,6754379328666
40,6827620456668
24,3388861650407
9,43801404070735
