65,7401076568183
59,2717540651481
53,1731676548089
47,4378106968352
42,0594606350813
37,0322071065246
32,3504484006909
28,0088873474733
24,002526753989
20,3266648232295
16,9768916989382
13,9490898880178
11,2394449679687
8,84448146389681
6,76115893172958
4,98711237708202
3,52124178491995
2,36513676312891
1,52629186998744
1,02322897182527
0,879667644465879
1,06472595753425
1,48203019779716
2,20160537398811
3,47759823266702
5,4360075288998
7,66075099478771
9,79262535911195
11,9849229503528
14,4200331089759
17,1701219325866
20,2553481748325
23,6800603815401
27,4450270345946
31,5509417262396
35,9992814708053
40,7924151306291
45,9335239094957
51,4264948335773
57,2758286103208
63,4865684093181
70,0642469165593
77,0148474465017
84,3447753890283
92,0608371345361
