71,5607522336772
65,001084396682
58,7613521000141
52,8419817248574
47,2420560320455
41,9625659699959
37,0034062051414
32,3656436442987
28,0467865085377
24,0485859556464
20,3675421495777
17,0091356347561
13,9734883837356
11,2586710864411
8,8580077235403
6,77184597768909
5,01876882679299
3,57440433402282
2,44563229020215
1,64435759741085
1,16130853597427
1,00029328438642
1,16
1,98226890614748
5,51947524755645
6,23814980635593
7,23957645968079
9,7691374909649
11,364163632628
15,2167640081349
17,9077478159113
19,2320043269068
23,0756198792108
26,5012993773255
29,7060559104607
33,4394835613209
37,8363171947372
42,8245114371855
47,8946727781996
53,3609256954424
59,0727934633994
65,2292003620626
71,7379526571913
78,6037359026898
85,7504318220844
