12,8600593967412
13,5177592338502
14,2100625163014
14,9371135108882
15,7009327476811
16,5047039660892
17,3494079684415
18,2381787717099
19,1711683119137
20,1524659996363
21,1852382425053
22,2694643116268
23,4094061783684
24,6082319702074
25,868940607629
27,1937612690578
28,5868806575314
30,0514688928255
31,5906431728165
33,2086427312666
34,9096429639465
36,6978194523045
38,578410446877
40,554642938997
42,6327624979962
44,8170552594198
47,1137035686673
49,5280562459389
52,0653480988617
54,7339394810608
57,5381128511001
60,4871744742319
63,586584135185
66,8455857774194
70,2717033062501
73,8732323174559
77,6597033431881
81,6395254868716
85,8241738844716
90,2231735244512
94,8469960402446
99,7082907064088
104,819585880087
110,192467637586
115,840643855175
