70,9623470424342
64,3846055962762
58,1261996974999
52,1871730250101
46,5675985977034
41,2675881335101
36,2873035014288
31,6269701781297
27,2868920307695
23,2674655725583
19,5691895976882
16,1926619076866
13,1385471439504
10,4074870134345
7,99991194035912
5,91574205829633
4,15414493756734
2,71380843043865
1,59378035483714
0,793779619350301
0,313779991024543
0,163432267003426
1,6508840891549
2,63392457540825
3,37887979691156
4,46125221749888
5,90008346688097
7,68572398848278
9,79833142650039
12,2242582862508
14,9579470075617
17,9989997261067
21,3493659610156
25,0116504318826
28,9883125879461
33,281378863171
37,8924010138979
42,822512709504
48,0725131052582
53,6429473348791
59,5341737318885
65,7464162478475
72,2798037957822
79,1343991050872
86,3102195697621
