12,7262631578947
13,3787368421053
14,0638947368421
14,7853684210526
15,5431578947368
16,3408947368421
17,1785789473684
18,0586315789474
18,9846842105263
19,957947368421
20,9820526315789
22,057
23,1876315789474
24,3775789473684
25,6268421052632
26,9402631578947
28,3214736842105
29,7741052631579
31,3005789473684
32,9057368421053
34,5932105263158
36,3666315789474
38,2308421052632
40,1906842105263
42,251
44,4178421052632
46,6948421052632
49,0892631578947
51,6059473684211
54,2521578947368
57,0339473684211
59,9573684210526
63,0321052631579
66,263
69,660947368421
73,232
76,9870526315789
80,9345789473684
85,0842631578947
89,447
94,0324736842105
98,854
103,922473684211
109,25
114,851105263158
