2,9933390425664
2,90535113424758
2,72118407308704
2,45884442045226
2,14365230830348
1,80919972416734
1,49237179279148
1,23454695247143
1,06591992185271
1,00466898403827
1,04881908723574
1,18960196709676
1,41664241512682
1,71329883347396
2,05096147414339
2,38312058590172
2,66747786082346
2,87417826716232
2,98327149882462
2,98734715864689
2,88344503710573
2,68604081979757
2,41463382199905
2,09375097752708
1,75922039582833
1,44874105717234
1,20246168214418
1,04951810676021
1,00520003553594
1,06418860784613
1,2191809689525
1,45710456698997
1,76167548962041
2,10191064967007
2,42975105424515
2,70420041198194
2,89748152879971
2,99092585135317
2,97834330724761
2,85995462744638
2,64951098191957
2,36796785504665
2,04362704079097
1,70991127451342
1,40710127340948
