10043,9000808034
8729,64718211458
16032,7804083198
10546,7429232661
8633,65162292052
16901,008307528
2508,85962556194
2523,65998388072
8934,23179923739
8504,39486139283
6990,57994579946
8854,26225680934
13907,224786522
10965,6958319039
11419,1477966102
9757,76812119216
10559,2733285406
11361,4347291093
4796,54743949309
1464,69525294255
10781,2227071006
7158,79048375706
4878,00485393258
6535,83967280164
8180,97447061152
10690,3532588062
6810,22839025476
9116,93044736842
3616,84108346293
