49,7023101486819
50,3871956424375
49,5138651066591
47,0238257551956
43,0609908107893
37,9797284125901
32,3063489414865
26,6938899547427
21,8386730313108
18,3955486566541
16,8851655108784
17,6298264073457
20,7153518300666
25,9633181494802
32,9110398217752
40,8479902663331
48,8955836796921
56,1086901933682
61,5852100001831
64,5783648188764
64,5952483399964
61,4635099747653
55,3762180648969
46,8833188872533
36,8454367339457
26,3537825129261
16,6177400206965
8,85829340749632
4,25444416347154
3,59747944124026
5,36717209449174
11,0409196135157
20,4133624992683
32,2331641915048
45,1461467872854
57,686281302416
68,4016816713741
76,002527605192
79,5046457324756
78,3593850887291
72,5256579727308
62,497549531712
49,2653967631594
34,2252797132148
19,0480002140048
