2,84892576055843
2,81841826983332
2,67531417073849
2,44392314494191
2,15791272836734
1,8518583844823
1,55667252958534
1,30574238894813
1,1196738790728
1,00554164924366
0,966091729646894
1,01715176666186
1,16774072636143
1,40478023068438
1,70294679612794
2,02695376226831
2,3396153676971
2,60226907164286
2,78059410256729
2,85250230832378
2,80372737104073
2,64522402012706
2,40405411072909
2,1123897298443
1,80576526854818
1,51529956592738
1,27289231196594
1,09773021583975
0,994942582393535
0,967605790646641
1,03405916849369
1,19820845854503
1,44585708892927
1,75050646757447
2,07569318340272
2,38320774034887
2,63531977441214
2,79880571541534
2,85282606091762
2,78696844127967
2,6135310774142
2,3618412094897
2,06669085546867
1,76012473908599
1,47534765830267
