2,05648873387282
2,06152875319084
2,06858817365893
2,07564694489558
2,0847244066168
2,09482037031536
2,10589438402996
2,11900536891651
2,1341120932473
2,15123353867154
2,17036847007228
2,19149499612149
2,21562973407549
2,24175198540887
2,26985985366057
2,30096885368091
2,33403825761868
2,36908706841268
2,40611369110568
2,44509619275398
2,48402382700111
2,52391338456084
2,56375167219991
2,60252785857502
2,64129777661971
2,6780183557678
2,7127126807361
2,74540191892941
2,77607037105667
2,80374386574892
2,82943403278882
2,85314068688851
2,87385358004358
2,8925985385031
2,90935891782829
2,92413433469868
2,93693928279151
2,94775804679345
2,95759915277639
2,96646190866086
2,97333705489774
2,98024151518056
2,98514357469821
2,99006024737581
2,99399671234721
