2,9194614103276
2,90638058913106
2,76022612642857
2,48133395338561
2,11350742129421
1,79258197095718
1,57073403335363
1,36725579494296
1,17423605579498
1,03488067735844
0,981326913969385
1,0293710825753
1,17910875269008
1,41547452929266
1,71425735838221
2,04145096854457
2,36138726628286
2,63675004806314
2,83324587602259
2,92616029581906
2,89313461757079
2,72626520166404
2,43001071035422
2,05798651239322
1,75436247530132
1,54021946325311
1,33624509397047
1,14865052422736
1,02115263991059
0,981945706617525
1,04614311165357
1,20943721372778
1,45652874982029
1,76209685447167
2,09100559844058
2,40651642643539
2,67218182690887
2,85452362229585
2,92950414391345
2,87731052299214
2,68961967451361
2,375338646536
2,0048869759335
1,71829932600735
1,50993339600459
